core.externalId,core.name,core.description,com.infa.ccgf.models.governance.TechnicalDescription,core.assetLifecycle,com.infa.ccgf.models.governance.Frequency,com.infa.ccgf.models.governance.ruleInputPortName,com.infa.ccgf.models.governance.scannedTime,com.infa.ccgf.models.governance.TechnicalRuleReference,com.infa.ccgf.models.governance.Threshold,com.infa.ccgf.models.governance.exception,com.infa.ccgf.models.governance.RuleType,com.infa.ccgf.models.governance.MeasuringMethod,com.infa.ccgf.models.governance.value,com.infa.ccgf.models.governance.totalCount,com.infa.ccgf.models.governance.Criticality,com.infa.ccgf.models.governance.Target,Primary Data Element,Secondary Data Element,Stakeholder: Admin,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
DQO-68,RO_null check,,"",Published,,,2025-03-20T07:33:06.303,ezvoXcauFeiiiNcGwmQqof,70.00,0,Completeness,InformaticaCloudDataQuality,100.00,6,,90.00,47a502d9-2ef5-316a-ae23-8e12cf8cdcb3://XE/DEMO/BEENU_EMP/FIRSTNAME~com.infa.odin.models.relational.Column,"",,,Manoj11,,"","","","",Assigned,beenu_emp_catlog/XE/DEMO/BEENU_EMP/FIRSTNAME/RO_null check,Update,"Mar 13, 2025, 01:43:23 PM",Manoj11,"Mar 20, 2025, 07:35:00 AM",infa_admin,18301684-b54d-4a89-a2e0-b57a053c7c7b,47a502d9-2ef5-316a-ae23-8e12cf8cdcb3://47a502d9-2ef5-316a-ae23-8e12cf8cdcb3/XE/DEMO/BEENU_EMP/FIRSTNAME/18301684-b54d-4a89-a2e0-b57a053c7c7b,47a502d9-2ef5-316a-ae23-8e12cf8cdcb3
DQO-53,RO_LastName_Check,,-,Published,,LastName,2025-01-14T12:05:16.558,7dWlL4X7OVub3qgOuWw3o2,70.00,2,Consistency,BusinessExtract,80.00,10,Medium,90.00,c4e44051-2ed8-3751-89ed-64f021698a3e://FileServer/E:/FlatFile/CUSTOMER.csv/LAST NAME~com.infa.odin.models.file.flat.FlatField,c4e44051-2ed8-3751-89ed-64f021698a3e://FileServer/E:/FlatFile/CUSTOMER.csv/FIRSTNAME~com.infa.odin.models.file.flat.FlatField,,AswathyNagarajan;RahinR,,,"","","","",Inherited,SRC_FF_RAH/File Server/E:/FlatFile/CUSTOMER.csv/LAST NAME/RO_LastName_Check,Update,"Jan 14, 2025, 11:28:57 AM",AswathyNagarajan,"Jan 14, 2025, 12:07:21 PM",AswathyNagarajan,250267b3-2e26-4891-8425-64264fdbd54a,c4e44051-2ed8-3751-89ed-64f021698a3e://c4e44051-2ed8-3751-89ed-64f021698a3e/File Server/E:/FlatFile/CUSTOMER.csv/LAST NAME/250267b3-2e26-4891-8425-64264fdbd54a,c4e44051-2ed8-3751-89ed-64f021698a3e
8d748053-50f8-4071-b6a1-e134177235c7,Riswin_ID_PrimaryRuleSet,TEST,"",Published,Daily,,2025-03-17T05:23:50.751,5b70XnP91GgfKySjyMBAmR,84.00,0,Validity,InformaticaCloudDataQuality,100.00,6,High,95.00,,"",,,Manoj11,,"","","","",Assigned,Riswin_ID_PrimaryRuleSet,Update,"Mar 16, 2025, 10:58:53 AM",Manoj11,"Mar 17, 2025, 05:23:50 AM",Manoj11,25964078-d1e6-4caa-9ccb-ac814f032de2,CDGC://25964078-d1e6-4caa-9ccb-ac814f032de2,CDGC
d2a8a741-43ee-4d24-82a2-db17922d0cdd,validity_test_PrimaryRuleSet,TEST,"",Published,Daily,,,5b70XnP91GgfKySjyMBAmR,84.00,,Validity,InformaticaCloudDataQuality,,,High,95.00,,"",,,Manoj11,,"","","","",Assigned,validity_test_PrimaryRuleSet,Update,"Mar 17, 2025, 07:59:41 AM",Manoj11,"Mar 17, 2025, 07:59:45 AM",Manoj11,27f00e06-24db-4900-bbba-c0637a290264,CDGC://27f00e06-24db-4900-bbba-c0637a290264,CDGC
DQO-78,DQRO_Valid_AccountID,,Checking null values,Published,Weekly,,2025-03-19T13:01:47.91,5yqRwfWOZ4iiS2Wtoma9u8,70.00,0,Accuracy,InformaticaCloudDataQuality,100.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/BankAccount/AccountID~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/BankAccount/AccountID/DQRO_Valid_AccountID,Update,"Mar 18, 2025, 06:45:40 AM",abish,"Mar 19, 2025, 01:04:38 PM",abish,2ced24f7-ae07-436d-97e0-3347e4b1b90e,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/BankAccount/AccountID/2ced24f7-ae07-436d-97e0-3347e4b1b90e,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-47,RO_Check_PHN_Validity_Demo,,"-The phone number should not be empty
-It has only digits",Published,Weekly,Phone,,5hVmVi0GKQYdzn6Iwjtes3,70.00,,Validity,InformaticaCloudDataQuality,,,Medium,90.00,968aa2f4-48bf-31e7-a4c7-804abbcea134://FileServer/D:/Book1.csv/Phone~com.infa.odin.models.file.flat.FlatField,"",,,,,"","","","",,SC_FF/File Server/D:/Book1.csv/Phone/RO_Check_PHN_Validity_Demo,Update,"Jan 09, 2025, 08:09:23 AM",AswathyNagarajan,"Jan 09, 2025, 08:09:23 AM",AswathyNagarajan,38f9d373-58bd-4fd3-9729-873de6474415,968aa2f4-48bf-31e7-a4c7-804abbcea134://968aa2f4-48bf-31e7-a4c7-804abbcea134/File Server/D:/Book1.csv/Phone/38f9d373-58bd-4fd3-9729-873de6474415,968aa2f4-48bf-31e7-a4c7-804abbcea134
DQO-88,DQRO_SUBJECT,,-,Published,Weekly,,2025-03-19T13:01:35.537,0q44jO9ykoshTdImYUTH4m,70.00,0,Consistency,InformaticaCloudDataQuality,100.00,9,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/STUDENTS/SUBJECT~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/STUDENTS/SUBJECT/DQRO_SUBJECT,Update,"Mar 19, 2025, 11:27:04 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,453e5de9-fcf7-4410-822a-6bee9343147a,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/STUDENTS/SUBJECT/453e5de9-fcf7-4410-822a-6bee9343147a,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-49,Customer Name,,-,Published,Weekly,,2025-01-30T14:04:39.966,8XwoOBhWxyaksVKvxqwK2B,70.00,0,Completeness,InformaticaCloudDataQuality,100.00,8,Medium,90.00,5f4b9f8a-bcb2-3997-ba96-3f145ca1eb21://xe/DEMO/RISWIN_SD2_TARGET/EMP_NAME~com.infa.odin.models.relational.Column,"",,RiswinT,,,"","","","",Assigned,Riswin_TEST_1/xe/DEMO/RISWIN_SD2_TARGET/EMP_NAME/Customer Name,Update,"Jan 09, 2025, 12:57:15 PM",RiswinT,"Jan 30, 2025, 02:06:53 PM",RiswinT,4eb0e39b-eaba-4790-bca0-db15ad11534e,5f4b9f8a-bcb2-3997-ba96-3f145ca1eb21://5f4b9f8a-bcb2-3997-ba96-3f145ca1eb21/xe/DEMO/RISWIN_SD2_TARGET/EMP_NAME/4eb0e39b-eaba-4790-bca0-db15ad11534e,5f4b9f8a-bcb2-3997-ba96-3f145ca1eb21
DQO-82,DQRO_PersonID,,-,Published,Weekly,,2025-03-19T13:01:36.206,0q44jO9ykoshTdImYUTH4m,70.00,1,Consistency,InformaticaCloudDataQuality,90.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/VehicleOwnership/PersonID~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/VehicleOwnership/PersonID/DQRO_PersonID,Update,"Mar 19, 2025, 11:06:01 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,54f2e4e8-0647-4a91-80f4-7e87ef690656,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/VehicleOwnership/PersonID/54f2e4e8-0647-4a91-80f4-7e87ef690656,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-17,DQRO_date,,-,Published,Weekly,,2024-10-01T06:18:09.711,8VELQ2us6gihXdCudtWVW8,70.00,0,Validity,InformaticaCloudDataQuality,100.00,107,Medium,90.00,b68dfe13-48bf-377d-8362-6c5fb2c83697://xe/HR/EMPLOYEES/HIRE_DATE~com.infa.odin.models.relational.Column,"",,,kaviya;infa_admin,,"","","","",Inherited,Oracle_HR/xe/HR/EMPLOYEES/HIRE_DATE/DQRO_date,Update,"Sep 25, 2024, 01:22:28 PM",CajorinM,"Oct 01, 2024, 06:20:05 AM",kaviya,5611bcec-c0a6-4718-a0b0-62f0362bf606,b68dfe13-48bf-377d-8362-6c5fb2c83697://b68dfe13-48bf-377d-8362-6c5fb2c83697/xe/HR/EMPLOYEES/HIRE_DATE/5611bcec-c0a6-4718-a0b0-62f0362bf606,b68dfe13-48bf-377d-8362-6c5fb2c83697
DQO-84,DQRO_Year,,-,Published,Weekly,,2025-03-19T13:01:36.206,0PbMC4XwKlzaZRRNFx79Sv,70.00,2,Consistency,InformaticaCloudDataQuality,80.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/VehicleOwnership/Year~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/VehicleOwnership/Year/DQRO_Year,Update,"Mar 19, 2025, 11:15:17 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,58a01d9f-f0fd-49fd-9803-a45f258f07bb,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/VehicleOwnership/Year/58a01d9f-f0fd-49fd-9803-a45f258f07bb,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-113,DQRO_Institution,,-,Published,Weekly,,2025-03-27T14:17:05.13,0PbMC4XwKlzaZRRNFx79Sv,70.00,1,Completeness,InformaticaCloudDataQuality,90.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/Education/Institution~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/Education/Institution/DQRO_Institution,Update,"Mar 19, 2025, 12:28:01 PM",AshikaA,"Mar 27, 2025, 02:24:46 PM",abish,597e85ea-56b7-4bad-8804-1722922095fb,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/Education/Institution/597e85ea-56b7-4bad-8804-1722922095fb,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-44,Null check for name,,-,Published,,,,3N1Mj7Ju74SesLipPhCrGL,70.00,,Completeness,InformaticaCloudDataQuality,,,Medium,90.00,5d349b03-0a70-3ffe-8127-3c29c3a0ebe1://FileServer/E:/FlatFile/CUSTOMER.csv/FIRSTNAME~com.infa.odin.models.file.flat.FlatField,5d349b03-0a70-3ffe-8127-3c29c3a0ebe1://FileServer/E:/FlatFile/CUSTOMER.csv/LAST NAME~com.infa.odin.models.file.flat.FlatField,,,,,"","","","",,L_FF_Test/File Server/E:/FlatFile/CUSTOMER.csv/FIRSTNAME/Null check for name,Update,"Jan 08, 2025, 11:00:54 AM",Deleted,"Jan 08, 2025, 11:00:54 AM",Deleted,5d7f832d-26e0-4725-9080-719b071ed39c,5d349b03-0a70-3ffe-8127-3c29c3a0ebe1://5d349b03-0a70-3ffe-8127-3c29c3a0ebe1/File Server/E:/FlatFile/CUSTOMER.csv/FIRSTNAME/5d7f832d-26e0-4725-9080-719b071ed39c,5d349b03-0a70-3ffe-8127-3c29c3a0ebe1
DQO-103,DQRO_JobTitle,,-,Published,Weekly,,2025-03-19T13:01:45.322,0PbMC4XwKlzaZRRNFx79Sv,70.00,0,Consistency,InformaticaCloudDataQuality,100.00,17,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/Employees/JobTitle~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/Employees/JobTitle/DQRO_JobTitle,Update,"Mar 19, 2025, 12:08:10 PM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,6381715f-6726-4e4a-9654-05f2db78b3f2,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/Employees/JobTitle/6381715f-6726-4e4a-9654-05f2db78b3f2,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
37fc7259-d416-40c7-8645-96be1fbdd645,Riswin_ID_PrimaryRuleSet,TEST,"",Published,Daily,,2025-03-16T10:32:17.001,5b70XnP91GgfKySjyMBAmR,84.00,0,Validity,InformaticaCloudDataQuality,100.00,6,High,95.00,,"",,,Manoj11,,"","","","",Assigned,Riswin_ID_PrimaryRuleSet,Update,"Mar 16, 2025, 10:20:32 AM",Manoj11,"Mar 16, 2025, 10:32:16 AM",Manoj11,6b131dcb-63af-463b-b07e-f49f0bcaa672,CDGC://6b131dcb-63af-463b-b07e-f49f0bcaa672,CDGC
DQO-101,DQRO_FirstName,,-,Published,Weekly,,2025-03-19T13:01:45.322,0q44jO9ykoshTdImYUTH4m,70.00,0,Completeness,InformaticaCloudDataQuality,100.00,17,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/Employees/FirstName~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/Employees/FirstName/DQRO_FirstName,Update,"Mar 19, 2025, 12:04:56 PM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,6c607f76-6f0d-416b-949b-31b8c00b0009,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/Employees/FirstName/6c607f76-6f0d-416b-949b-31b8c00b0009,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-108,DQRO_Country,,-,Published,Weekly,,2025-03-19T13:01:31.426,0PbMC4XwKlzaZRRNFx79Sv,70.00,0,Accuracy,InformaticaCloudDataQuality,100.00,5,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/CountryData/Country~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/CountryData/Country/DQRO_Country,Update,"Mar 19, 2025, 12:17:40 PM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,6f1e173c-4935-4d7b-8817-bc78e1ec8dc0,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/CountryData/Country/6f1e173c-4935-4d7b-8817-bc78e1ec8dc0,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
ba137284-2b9a-4f03-920d-501983c1ae29,Validity_FIRSTNAME_PrimaryRuleSet,Rule Specification_Ak,"",Published,Daily,,2025-03-18T07:30:48.176,6QttjMK7dWuhm8qLZXU24T,84.00,0,Validity,InformaticaCloudDataQuality,100.00,6,High,95.00,,"",,,amitk,,"","","","",Assigned,Validity_FIRSTNAME_PrimaryRuleSet,Update,"Mar 18, 2025, 07:28:58 AM",amitk,"Mar 18, 2025, 07:30:48 AM",amitk,71ff1c73-3517-416c-829d-3c7c967b26b3,CDGC://71ff1c73-3517-416c-829d-3c7c967b26b3,CDGC
DQO-39,email completeness,,Email cannot be empty,Published,,EMAIL,2024-10-23T12:39:04.831,92NQeohq0tphxde5jeAJwq,70.00,16,Completeness,InformaticaCloudDataQuality,86.88,122,Medium,90.00,fac0394d-8220-3feb-8b15-dfcd7d2c6f85://SQL_Employees_Data/dbo/Emp_Department_SQL/EMAIL~com.infa.odin.models.relational.Column,"",,,infa_admin,,"","","","",Assigned,Filco_SQL_Server/SQL_Employees_Data/dbo/Emp_Department_SQL/EMAIL/email completeness,Update,"Oct 23, 2024, 12:23:52 PM",infa_admin,"Oct 23, 2024, 12:40:51 PM",infa_admin,8c0e372d-661e-43ab-8fd8-262347d7d584,fac0394d-8220-3feb-8b15-dfcd7d2c6f85://fac0394d-8220-3feb-8b15-dfcd7d2c6f85/SQL_Employees_Data/dbo/Emp_Department_SQL/EMAIL/8c0e372d-661e-43ab-8fd8-262347d7d584,fac0394d-8220-3feb-8b15-dfcd7d2c6f85
DQO-24,DQRO_FirstName,,-,Published,Weekly,,,0q44jO9ykoshTdImYUTH4m,70.00,,Completeness,InformaticaCloudDataQuality,,,Low,90.00,26501ce2-8229-38e9-8434-db3be7a64055://Xe/B2B_DWH/EMPLOYEES_AS/FIRST_NAME~com.infa.odin.models.relational.Column,"",,anfeezas,kaviya,,"","","","",Assigned,AS_Oracle/Xe/B2B_DWH/EMPLOYEES_AS/FIRST_NAME/DQRO_FirstName,Update,"Sep 30, 2024, 01:31:48 PM",anfeezas,"Sep 30, 2024, 01:31:48 PM",anfeezas,91ef8113-4c5d-4b68-8f12-bd2e3fb37cfe,26501ce2-8229-38e9-8434-db3be7a64055://26501ce2-8229-38e9-8434-db3be7a64055/Xe/B2B_DWH/EMPLOYEES_AS/FIRST_NAME/91ef8113-4c5d-4b68-8f12-bd2e3fb37cfe,26501ce2-8229-38e9-8434-db3be7a64055
DQO-89,DQRO_DistrictName,,-,Published,Weekly,,2025-03-19T13:01:40.241,0PbMC4XwKlzaZRRNFx79Sv,70.00,0,Consistency,InformaticaCloudDataQuality,100.00,6,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/District/DistrictName~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/District/DistrictName/DQRO_DistrictName,Update,"Mar 19, 2025, 11:35:25 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,a19a17a2-32c0-41a5-9456-d3653543716a,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/District/DistrictName/a19a17a2-32c0-41a5-9456-d3653543716a,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-59,Ro_First_Name_Validity,,Rule Specification_Ak,Published,,FIRST_NAME,2025-03-03T11:56:45.349,6QttjMK7dWuhm8qLZXU24T,70.00,0,Validity,InformaticaCloudDataQuality,100.00,10,Medium,90.00,e6d5830a-4581-32b4-b2df-c66ebb3b9a72://XE/DEMO/EMPLOYEES/FIRST_NAME~com.infa.odin.models.relational.Column,"",,,,,"","","","",,ORACLE_AK/XE/DEMO/EMPLOYEES/FIRST_NAME/Ro_First_Name_Validity,Update,"Mar 03, 2025, 11:34:42 AM",amitk,"Mar 03, 2025, 11:58:22 AM",amitk,d715d984-c64f-443e-84bc-a0fcdc2a9e92,e6d5830a-4581-32b4-b2df-c66ebb3b9a72://e6d5830a-4581-32b4-b2df-c66ebb3b9a72/XE/DEMO/EMPLOYEES/FIRST_NAME/d715d984-c64f-443e-84bc-a0fcdc2a9e92,e6d5830a-4581-32b4-b2df-c66ebb3b9a72
b4505aa8-41e8-4f0c-b868-ccae2ca73563,firstname_scorecard,i,"",Published,Daily,,2025-03-12T09:59:54.976,5b70XnP91GgfKySjyMBAmR,84.00,0,Validity,InformaticaCloudDataQuality,100.00,6,High,95.00,47a502d9-2ef5-316a-ae23-8e12cf8cdcb3://XE/DEMO/BEENU_EMP/FIRSTNAME~com.infa.odin.models.relational.Column,"",,,beenu,,"","","","",Assigned,firstname_scorecard,Update,"Mar 12, 2025, 09:58:04 AM",beenu,"Mar 12, 2025, 09:59:54 AM",beenu,d99bc93a-d165-4736-9f3a-22d5aa905302,CDGC://d99bc93a-d165-4736-9f3a-22d5aa905302,CDGC
DQO-80,DQRO_Make,,-,Published,Weekly,,2025-03-19T13:01:36.206,0q44jO9ykoshTdImYUTH4m,70.00,1,Consistency,InformaticaCloudDataQuality,90.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/VehicleOwnership/Make~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/VehicleOwnership/Make/DQRO_Make,Update,"Mar 19, 2025, 10:50:18 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,df5ca5f6-db47-44b9-856f-237a540cbd57,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/VehicleOwnership/Make/df5ca5f6-db47-44b9-856f-237a540cbd57,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
