core.externalId,core.name,core.description,com.infa.ccgf.models.governance.TechnicalDescription,core.assetLifecycle,com.infa.ccgf.models.governance.Frequency,com.infa.ccgf.models.governance.ruleInputPortName,com.infa.ccgf.models.governance.scannedTime,com.infa.ccgf.models.governance.TechnicalRuleReference,com.infa.ccgf.models.governance.Threshold,com.infa.ccgf.models.governance.exception,com.infa.ccgf.models.governance.RuleType,com.infa.ccgf.models.governance.MeasuringMethod,com.infa.ccgf.models.governance.value,com.infa.ccgf.models.governance.totalCount,com.infa.ccgf.models.governance.Criticality,com.infa.ccgf.models.governance.Target,Primary Data Element,Secondary Data Element,Stakeholder: Admin,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
DQO-52,RO_Name,,-,Published,Weekly,,2025-01-13T10:56:04.566,ezvoXcauFeiiiNcGwmQqof,70.00,2,Validity,InformaticaCloudDataQuality,80.00,10,Medium,90.00,3928929f-8274-363f-92c8-28cf9da3c54a://XE/DEMO/H_EMPLOYEES/FIRST_NAME~com.infa.odin.models.relational.Column,"",,HannibalHenry,,,"","","","",Assigned,hanni_test2/XE/DEMO/H_EMPLOYEES/FIRST_NAME/RO_Name,Update,"Jan 13, 2025, 10:47:17 AM",HannibalHenry,"Jan 13, 2025, 10:59:01 AM",HannibalHenry,e1b9a090-e27c-4382-9fd8-e208f7aa0504,3928929f-8274-363f-92c8-28cf9da3c54a://3928929f-8274-363f-92c8-28cf9da3c54a/XE/DEMO/H_EMPLOYEES/FIRST_NAME/e1b9a090-e27c-4382-9fd8-e208f7aa0504,3928929f-8274-363f-92c8-28cf9da3c54a
Auto-92d86d48-fc76-482f-833e-83946f713c2b-cb494652-5278-4f98-b2ef-a25a8066ba36,Auto-City-Completeness-Null check Data Quality Rule Template,Null check Data Quality Rule Template,"",Published,Weekly,,2025-03-30T13:21:23.432,4d0gnaeCezslQyJoUMvm4a,70.00,1,Completeness,InformaticaCloudDataQuality,90.00,10,Medium,90.00,53918daa-3488-37e4-bc7a-37d304cc4e5f://john/dbo/Address/City~com.infa.odin.models.relational.Column,"",,,,,"","","","",,SQL Test/john/dbo/Address/City/Auto-City-Completeness-Null check Data Quality Rule Template,Update,"Mar 23, 2025, 10:17:52 AM",infa_admin,"Mar 30, 2025, 01:23:27 PM",infa_admin,edc1867f-86d4-4e5e-8aa0-4ac2445c8635,53918daa-3488-37e4-bc7a-37d304cc4e5f://53918daa-3488-37e4-bc7a-37d304cc4e5f/john/dbo/Address/City/edc1867f-86d4-4e5e-8aa0-4ac2445c8635,53918daa-3488-37e4-bc7a-37d304cc4e5f
DQO-81,DQRO_Model,,-,Published,Weekly,,2025-03-19T13:01:36.206,0PbMC4XwKlzaZRRNFx79Sv,70.00,0,Consistency,InformaticaCloudDataQuality,100.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/VehicleOwnership/Model~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/VehicleOwnership/Model/DQRO_Model,Update,"Mar 19, 2025, 11:00:09 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,f1261b74-5ad3-4ad0-9a26-595046ffda6d,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/VehicleOwnership/Model/f1261b74-5ad3-4ad0-9a26-595046ffda6d,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-13,DQR0_CountryId_Accuracy,,The rule used to check whether the CountryCode is accurate.,Published,,,2024-10-01T06:18:17.299,3ZyeIbYtxLubyJz7SgI7KZ,60.00,25,Accuracy,InformaticaCloudDataQuality,0.00,25,Medium,80.00,b68dfe13-48bf-377d-8362-6c5fb2c83697://xe/HR/COUNTRIES/COUNTRY_NAME~com.infa.odin.models.relational.Column,"",,,AswathyNagarajan,,"","","","",Assigned,Oracle_HR/xe/HR/COUNTRIES/COUNTRY_NAME/DQR0_CountryId_Accuracy,Update,"Sep 25, 2024, 12:30:01 PM",kaviya,"Oct 01, 2024, 06:20:05 AM",kaviya,fef2cebe-b77f-46d3-9d42-806fb425e8c2,b68dfe13-48bf-377d-8362-6c5fb2c83697://b68dfe13-48bf-377d-8362-6c5fb2c83697/xe/HR/COUNTRIES/COUNTRY_NAME/fef2cebe-b77f-46d3-9d42-806fb425e8c2,b68dfe13-48bf-377d-8362-6c5fb2c83697
DQO-104,DQRO_LastName,,-,Published,Weekly,,2025-03-19T13:01:45.322,0q44jO9ykoshTdImYUTH4m,70.00,0,Completeness,InformaticaCloudDataQuality,100.00,17,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/Employees/LastName~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/Employees/LastName/DQRO_LastName,Update,"Mar 19, 2025, 12:09:07 PM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,05dc61d6-fd0c-40c1-850b-e17e180cbc60,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/Employees/LastName/05dc61d6-fd0c-40c1-850b-e17e180cbc60,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-96,DQRO_PolicyNumber,,-,Published,Weekly,,2025-03-19T13:01:43.825,0PbMC4XwKlzaZRRNFx79Sv,70.00,1,Uniqueness,InformaticaCloudDataQuality,90.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/Insurance/PolicyNumber~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/Insurance/PolicyNumber/DQRO_PolicyNumber,Update,"Mar 19, 2025, 11:54:56 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,14fee7a6-f346-4d6d-ba9c-3694a21ce976,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/Insurance/PolicyNumber/14fee7a6-f346-4d6d-ba9c-3694a21ce976,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-61,DQRO_Email-Id,,Email cannot be empty,Published,Weekly,,2025-03-11T06:17:28.835,92NQeohq0tphxde5jeAJwq,70.00,2,Accuracy,InformaticaCloudDataQuality,95.55,45,Medium,90.00,cfa1607c-c25f-3b19-aea0-620772515651://XE/B2B_DWH/EMPLOYEES/EMAIL~com.infa.odin.models.relational.Column,"",,Sanjai,,,"","","","",Assigned,Oracle_Sanjai/XE/B2B_DWH/EMPLOYEES/EMAIL/DQRO_Email-Id,Update,"Mar 05, 2025, 07:39:11 AM",Sanjai,"Mar 11, 2025, 06:18:58 AM",Sanjai,260c2356-7499-41cf-ac27-0445387274dd,cfa1607c-c25f-3b19-aea0-620772515651://cfa1607c-c25f-3b19-aea0-620772515651/XE/B2B_DWH/EMPLOYEES/EMAIL/260c2356-7499-41cf-ac27-0445387274dd,cfa1607c-c25f-3b19-aea0-620772515651
DQO-110,DQRO_Degree,,-,Published,Weekly,,2025-03-27T14:17:05.13,0PbMC4XwKlzaZRRNFx79Sv,70.00,1,Consistency,InformaticaCloudDataQuality,90.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/Education/Degree~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/Education/Degree/DQRO_Degree,Update,"Mar 19, 2025, 12:23:43 PM",AshikaA,"Mar 27, 2025, 02:24:46 PM",abish,33aaf364-d955-4415-96bf-0f4b2b41d2a0,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/Education/Degree/33aaf364-d955-4415-96bf-0f4b2b41d2a0,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-51,DQRO-Zip Code,,-,Published,,,,58bMv1O0I1pdewxzZOzBWI,70.00,,Accuracy,InformaticaCloudDataQuality,,,Medium,90.00,e44b0aa4-850d-3b52-bb9d-c51b76196c15://Test_CDGC/dbo/employee/zipcode~com.infa.odin.models.relational.Column,"",,Selciya,,,"","","","",Assigned,Info Data Source/Test_CDGC/dbo/employee/zipcode/DQRO-Zip Code,Update,"Jan 13, 2025, 10:11:37 AM",Selciya,"Jan 13, 2025, 10:11:41 AM",Selciya,35fe653c-967e-4b00-a6ad-9b26380f2914,e44b0aa4-850d-3b52-bb9d-c51b76196c15://e44b0aa4-850d-3b52-bb9d-c51b76196c15/Test_CDGC/dbo/employee/zipcode/35fe653c-967e-4b00-a6ad-9b26380f2914,e44b0aa4-850d-3b52-bb9d-c51b76196c15
DQO-25,DQRQ_Salary,,-,Published,Weekly,,,5np4i9RQGNsjsiAoTXLwI7,70.00,,Accuracy,InformaticaCloudDataQuality,,,Medium,90.00,26501ce2-8229-38e9-8434-db3be7a64055://Xe/B2B_DWH/EMPLOYEES_AS/SALARY~com.infa.odin.models.relational.Column,"",,anfeezas,kaviya,,"","","","",Assigned,AS_Oracle/Xe/B2B_DWH/EMPLOYEES_AS/SALARY/DQRQ_Salary,Update,"Sep 30, 2024, 01:34:22 PM",anfeezas,"Sep 30, 2024, 01:34:22 PM",anfeezas,3ddc57cc-567d-4367-8808-ae89f3a92c35,26501ce2-8229-38e9-8434-db3be7a64055://26501ce2-8229-38e9-8434-db3be7a64055/Xe/B2B_DWH/EMPLOYEES_AS/SALARY/3ddc57cc-567d-4367-8808-ae89f3a92c35,26501ce2-8229-38e9-8434-db3be7a64055
DQO-107,DQRO_Salary,,-,Published,Weekly,,2025-03-19T13:01:45.322,5np4i9RQGNsjsiAoTXLwI7,70.00,0,Accuracy,InformaticaCloudDataQuality,100.00,17,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/Employees/Salary~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/Employees/Salary/DQRO_Salary,Update,"Mar 19, 2025, 12:14:13 PM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,46b35e29-c0eb-4985-89d8-268e4f61c927,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/Employees/Salary/46b35e29-c0eb-4985-89d8-268e4f61c927,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-83,DQRO_VehicleID,,-,Published,Weekly,,2025-03-19T13:01:36.206,0PbMC4XwKlzaZRRNFx79Sv,70.00,0,Consistency,InformaticaCloudDataQuality,100.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/VehicleOwnership/VehicleID~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/VehicleOwnership/VehicleID/DQRO_VehicleID,Update,"Mar 19, 2025, 11:08:44 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,4a668115-b3de-4cde-9938-d9a4063efde1,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/VehicleOwnership/VehicleID/4a668115-b3de-4cde-9938-d9a4063efde1,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-91,DQRO_CountryName,,-,Published,Weekly,,2025-03-19T13:01:40.241,0PbMC4XwKlzaZRRNFx79Sv,70.00,0,Consistency,InformaticaCloudDataQuality,100.00,6,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/District/CountryName~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/District/CountryName/DQRO_CountryName,Update,"Mar 19, 2025, 11:39:21 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,5ba0f19d-17f8-488c-989f-25a1c2dc7028,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/District/CountryName/5ba0f19d-17f8-488c-989f-25a1c2dc7028,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-114,DQRO_PersonID,,-,Published,Weekly,,2025-03-27T14:17:05.13,0q44jO9ykoshTdImYUTH4m,70.00,1,Consistency,InformaticaCloudDataQuality,90.00,10,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/Education/PersonID~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/Education/PersonID/DQRO_PersonID,Update,"Mar 19, 2025, 12:29:00 PM",AshikaA,"Mar 27, 2025, 02:24:46 PM",abish,6d256f32-dd4a-4c95-a053-a331169cd99b,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/Education/PersonID/6d256f32-dd4a-4c95-a053-a331169cd99b,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-48,RO_Name,,-,Published,Weekly,NewInput1,,0q44jO9ykoshTdImYUTH4m,70.00,,Accuracy,InformaticaCloudDataQuality,,,Medium,90.00,968aa2f4-48bf-31e7-a4c7-804abbcea134://FileServer/D:/Book1.csv/Name~com.infa.odin.models.file.flat.FlatField,"",,,Jaishar,,"","","","",Assigned,SC_FF/File Server/D:/Book1.csv/Name/RO_Name,Update,"Jan 09, 2025, 09:47:44 AM",Jaishar,"Jan 09, 2025, 09:47:48 AM",Jaishar,72d28ebe-18c8-444a-8020-ad7bd0c2b0f8,968aa2f4-48bf-31e7-a4c7-804abbcea134://968aa2f4-48bf-31e7-a4c7-804abbcea134/File Server/D:/Book1.csv/Name/72d28ebe-18c8-444a-8020-ad7bd0c2b0f8,968aa2f4-48bf-31e7-a4c7-804abbcea134
DQO-64,ro name,,-,Published,Weekly,First_name,2025-03-27T14:07:55.063,5BMWnsoyhjodSsbf5eVECk,70.00,1,Accuracy,InformaticaCloudDataQuality,90.00,10,Medium,90.00,3159be39-6394-3476-8a7f-8a8dfb1e8ef5://john/dbo/Address/City~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_CS_Address/john/dbo/Address/City/ro name,Update,"Mar 12, 2025, 07:10:02 AM",Jessica,"Mar 27, 2025, 02:09:29 PM",Jessica,7eba7dba-195b-4fa7-be76-2c47ab6c3d0b,3159be39-6394-3476-8a7f-8a8dfb1e8ef5://3159be39-6394-3476-8a7f-8a8dfb1e8ef5/john/dbo/Address/City/7eba7dba-195b-4fa7-be76-2c47ab6c3d0b,3159be39-6394-3476-8a7f-8a8dfb1e8ef5
9692dcd8-e010-4a86-991d-8dc555e6615f,Completeness_ENAME_PrimaryRuleSet,Test profile rule occurrence,"",Published,Daily,,2025-03-20T07:14:09.003,8XwoOBhWxyaksVKvxqwK2B,84.00,0,Completeness,InformaticaCloudDataQuality,100.00,14,High,95.00,47a502d9-2ef5-316a-ae23-8e12cf8cdcb3://XE/DEMO/BEENU_EMP/FIRSTNAME~com.infa.odin.models.relational.Column,"",,,infa_admin,,"","","","",Assigned,Completeness_ENAME_PrimaryRuleSet,Update,"Mar 20, 2025, 07:12:15 AM",infa_admin,"Mar 20, 2025, 07:14:08 AM",infa_admin,98723518-9488-47ba-997a-c7fcaa9b7dee,CDGC://98723518-9488-47ba-997a-c7fcaa9b7dee,CDGC
DQO-37,uniqueness check,,Phone number field should be 10 digits,Published,,,2024-10-22T10:14:16.229,igRqqDgOBUIfkVHBXd6YKc,70.00,122,Accuracy,InformaticaCloudDataQuality,0.00,122,Medium,90.00,fac0394d-8220-3feb-8b15-dfcd7d2c6f85://SQL_Employees_Data/dbo/Emp_Department_SQL/PHONE_NUMBER~com.infa.odin.models.relational.Column,"",,,infa_admin,,"","","","",Inherited,Filco_SQL_Server/SQL_Employees_Data/dbo/Emp_Department_SQL/PHONE_NUMBER/uniqueness check,Update,"Oct 22, 2024, 09:59:50 AM",infa_admin,"Oct 22, 2024, 10:16:04 AM",infa_admin,9e4f339d-6934-4ac1-a6f1-e73ed2979d65,fac0394d-8220-3feb-8b15-dfcd7d2c6f85://fac0394d-8220-3feb-8b15-dfcd7d2c6f85/SQL_Employees_Data/dbo/Emp_Department_SQL/PHONE_NUMBER/9e4f339d-6934-4ac1-a6f1-e73ed2979d65,fac0394d-8220-3feb-8b15-dfcd7d2c6f85
Auto-92d86d48-fc76-482f-833e-83946f713c2b-408f8c7f-0fc7-4e54-8372-146c59427056,Auto-CityName-Completeness-Null check Data Quality Rule Template,Null check Data Quality Rule Template,"",Published,Weekly,,2025-03-30T13:21:23.685,4d0gnaeCezslQyJoUMvm4a,70.00,0,Completeness,InformaticaCloudDataQuality,100.00,30,Medium,90.00,53918daa-3488-37e4-bc7a-37d304cc4e5f://john/dbo/City/CityName~com.infa.odin.models.relational.Column,"",,,,,"","","","",,SQL Test/john/dbo/City/CityName/Auto-CityName-Completeness-Null check Data Quality Rule Template,Update,"Mar 23, 2025, 10:17:52 AM",infa_admin,"Mar 30, 2025, 01:23:27 PM",infa_admin,a13c0ee0-57fb-4097-b6cc-749818ed92c5,53918daa-3488-37e4-bc7a-37d304cc4e5f://53918daa-3488-37e4-bc7a-37d304cc4e5f/john/dbo/City/CityName/a13c0ee0-57fb-4097-b6cc-749818ed92c5,53918daa-3488-37e4-bc7a-37d304cc4e5f
DQO-109,DQRO_RandomValue,,-,Published,Weekly,,2025-03-19T13:01:31.426,0q44jO9ykoshTdImYUTH4m,70.00,0,Accuracy,InformaticaCloudDataQuality,100.00,5,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/CountryData/RandomValue~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/CountryData/RandomValue/DQRO_RandomValue,Update,"Mar 19, 2025, 12:19:07 PM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,be5097c7-379a-4280-864a-48fc1dc84f1a,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/CountryData/RandomValue/be5097c7-379a-4280-864a-48fc1dc84f1a,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-115,DQ Null,,-,Published,Weekly,MiddleName,,auekIKDOKcHknJcYYBUMwj,70.00,,Validity,InformaticaCloudDataQuality,,,Medium,90.00,3d5f6385-7347-3758-b665-16da3790e864://AdventureWorks/Person/Person/MiddleName~com.infa.odin.models.relational.Column,"",Goutham,,,,"","","","",Assigned,Goutham_SQL_Server/AdventureWorks/Person/Person/MiddleName/DQ Null,Update,"Mar 20, 2025, 11:42:38 AM",Goutham,"Mar 20, 2025, 11:42:42 AM",Goutham,c4e3095a-f170-4276-86bd-f8c83fa316b3,3d5f6385-7347-3758-b665-16da3790e864://3d5f6385-7347-3758-b665-16da3790e864/AdventureWorks/Person/Person/MiddleName/c4e3095a-f170-4276-86bd-f8c83fa316b3,3d5f6385-7347-3758-b665-16da3790e864
DQO-67,Test,,-,Published,,NewInput1,,0PbMC4XwKlzaZRRNFx79Sv,70.00,,Completeness,InformaticaCloudDataQuality,,,Medium,90.00,1671ab18-3793-3fab-b926-5b4850a3d449://XE/DEMO/EMPLOYEES/EMPLOYEE_ID~com.infa.odin.models.relational.Column,"",,,Ancy,,"","","","",Inherited,ACJ_Oracle_Employees_extract/XE/DEMO/EMPLOYEES/EMPLOYEE_ID/Test,Update,"Mar 13, 2025, 01:22:58 PM",fiya,"Mar 13, 2025, 01:22:58 PM",fiya,ca650e40-8c00-4a88-8e2e-5207ccd78192,1671ab18-3793-3fab-b926-5b4850a3d449://1671ab18-3793-3fab-b926-5b4850a3d449/XE/DEMO/EMPLOYEES/EMPLOYEE_ID/ca650e40-8c00-4a88-8e2e-5207ccd78192,1671ab18-3793-3fab-b926-5b4850a3d449
DQO-46,RO_Phone(Demo),,-,Published,Weekly,Phone,,et2abLzXCA1eqT1Gh2EvU5,70.00,,Validity,InformaticaCloudDataQuality,,,Medium,90.00,968aa2f4-48bf-31e7-a4c7-804abbcea134://FileServer/D:/Book1.csv/Phone~com.infa.odin.models.file.flat.FlatField,"",,,Jaishar,,"","","","",Assigned,SC_FF/File Server/D:/Book1.csv/Phone/RO_Phone(Demo),Update,"Jan 09, 2025, 06:49:41 AM",Jaishar,"Jan 09, 2025, 08:04:41 AM",Jaishar,cfca1b50-9e37-4ba1-8cd2-0de963f8a5e4,968aa2f4-48bf-31e7-a4c7-804abbcea134://968aa2f4-48bf-31e7-a4c7-804abbcea134/File Server/D:/Book1.csv/Phone/cfca1b50-9e37-4ba1-8cd2-0de963f8a5e4,968aa2f4-48bf-31e7-a4c7-804abbcea134
DQO-85,DQRO_ID,,-,Published,Weekly,,2025-03-19T13:01:35.537,0q44jO9ykoshTdImYUTH4m,70.00,0,Uniqueness,InformaticaCloudDataQuality,100.00,9,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/STUDENTS/ID~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/STUDENTS/ID/DQRO_ID,Update,"Mar 19, 2025, 11:18:25 AM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,d06eaf8e-209b-4f97-9170-95b86648cdb1,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/STUDENTS/ID/d06eaf8e-209b-4f97-9170-95b86648cdb1,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-100,DQRO_EmployeeID,,-,Published,Weekly,,2025-03-19T13:01:45.322,0PbMC4XwKlzaZRRNFx79Sv,70.00,0,Uniqueness,InformaticaCloudDataQuality,100.00,17,Medium,90.00,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://john/dbo/Employees/EmployeeID~com.infa.odin.models.relational.Column,"",,,,,"","","","",,_john_MainDB_SQL/john/dbo/Employees/EmployeeID/DQRO_EmployeeID,Update,"Mar 19, 2025, 12:03:52 PM",AshikaA,"Mar 19, 2025, 01:04:38 PM",abish,dc402b15-fe11-4505-aeeb-675757d4717e,599ac44a-6e23-36ab-85f2-b52fcbc8bd27://599ac44a-6e23-36ab-85f2-b52fcbc8bd27/john/dbo/Employees/EmployeeID/dc402b15-fe11-4505-aeeb-675757d4717e,599ac44a-6e23-36ab-85f2-b52fcbc8bd27
DQO-15,DQRO_test,,-,Published,Weekly,,2024-10-01T06:18:09.758,gYE2WzNPTUrigftE98mCWg,70.00,107,Completeness,InformaticaCloudDataQuality,0.00,107,Medium,90.00,b68dfe13-48bf-377d-8362-6c5fb2c83697://xe/HR/EMPLOYEES/EMAIL~com.infa.odin.models.relational.Column,"",,,kaviya;infa_admin,,"","","","",Inherited,Oracle_HR/xe/HR/EMPLOYEES/EMAIL/DQRO_test,Update,"Sep 25, 2024, 01:05:24 PM",kaviya,"Oct 01, 2024, 06:20:05 AM",kaviya,e4cfaafc-127a-4cee-a86b-5274442b355b,b68dfe13-48bf-377d-8362-6c5fb2c83697://b68dfe13-48bf-377d-8362-6c5fb2c83697/xe/HR/EMPLOYEES/EMAIL/e4cfaafc-127a-4cee-a86b-5274442b355b,b68dfe13-48bf-377d-8362-6c5fb2c83697
